stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,4.28,0,0,2.14,128.37,0,1.07
21Day,4.02,1.34,2.68,2.68,479.19,2.68,5.35
22Month,5.47,0,2.19,0,20.23,0,0
