stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,12.26,0,0,0,0,98.07,0,4.09
72hpf,2.14,1.07,0,1.07,0,0,33.16,0,1.07
21Day,0,5.35,1.34,2.68,4.02,0,14.72,0,4.02
3Month,0.32,5.12,0,26.24,1.28,0.64,0.32,0.32,0.32
22Month,0,0.55,0,5.47,0,0,0,0,0
