stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,4.09,0,4.09
72hpf,2.14,1.07,0,0,11.77,0,2.14
21Day,6.69,0,0,1.34,4.02,0,2.68
3Month,6.4,0,0.96,0.32,0,0.32,1.28
22Month,3.28,0,0.55,0,0,0,1.09
