stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,0,23.54,0,2.14
21Day,0,1.34,2.68,0,1.34,1.34,14.72,5.35,1.34
3Month,0,7.36,0,0.64,1.28,0.32,0.64,0,0.64
22Month,0.55,21.32,0,0.55,1.64,0,0,0,0.55
