stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,0,8.17,16.35
72hpf,2.14,1.07,0,0,0,1.07,3.21
21Day,2.68,1.34,0,0,0,0,13.39
3Month,4.48,6.08,0.32,43.51,2.88,0.96,1.28
22Month,11.48,0,0,4.37,0,0,0
