stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,0,0,0,1.07
21Day,1.34,0,1.34,1.34,0
3Month,0.64,0.32,0,0,0
22Month,1.64,1.09,0,0,0
