stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,3.21,0,0,0,28.88,0,1.07,2.14
21Day,4.02,1.34,1.34,1.34,17.4,0,0,2.68
3Month,4.16,0,0.32,0.64,0.32,0,0,0.32
22Month,6.01,0,0,1.09,0,0.55,0,0
