stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,8.17,0
72hpf,0,0,0,9.63,4.28
21Day,0,1.34,1.34,1.34,2.68
3Month,0.64,0.32,0,0,0
22Month,3.83,0,0,0,0
