stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,4.09
72hpf,3.21,0,0,4.28,1.07,0,3.21
21Day,2.68,0,1.34,0,0,0,0
3Month,1.92,1.92,0,0,0,0.96,0.64
