stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0,1.07,0
21Day,0,0,0,0,1.34,4.02
3Month,0,4.16,2.24,0.96,0.32,0
22Month,0.55,3.83,0.55,2.73,0,0.55
