stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,0,0,0
72hpf,5.35,0,0,0,0,1.07,0,0
21Day,13.39,2.68,1.34,0,12.05,0,0,1.34
3Month,142.06,0.32,14.72,3.2,33.91,1.28,5.12,1.92
22Month,75.44,1.64,9.29,6.56,13.12,0,3.28,2.19
