stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,2.14,0
21Day,2.68,4.02,1.34,1.34,0
3Month,0.64,0,0.32,0,0
22Month,10.93,0,1.09,0,1.09
