stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,0,65.38,0,0
72hpf,0,0,2.14,0,0,1.07,12.84,6.42,1.07
21Day,0,1.34,0,1.34,0,0,34.8,2.68,2.68
3Month,0.32,0.64,0,0,0.64,0,0.32,1.28,0
22Month,0,0.55,0,0,0.55,0,0.55,0,0
