stage,Endothelial,Epithelial,Germ,Immune,Neuron
24hpf,4.09,0,0,0,0
72hpf,0,0,0,0,3.21
21Day,0,1.34,0,0,0
3Month,0,0.32,0,0,0
22Month,0,1.64,0.55,0.55,0
