stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,28.6,0
72hpf,4.28,0,1.07,13.91,4.28
21Day,4.02,0,0,2.68,5.35
3Month,2.88,1.6,0,0,0
22Month,0,0,0.55,0,0
