stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,12.26,4.09,4.09
72hpf,1.07,0,0,4.28,80.23,0,1.07
21Day,1.34,0,0,0,8.03,0,0
3Month,0.64,0.32,0.64,0,0,0,0
22Month,1.09,2.19,0.55,0,3.28,0,0
