stage,Epithelial,Germ,Immune,Muscle,Neuron
24hpf,4.09,0,0,0,0
72hpf,2.14,0,0,0,1.07
21Day,0,0,0,0,1.34
3Month,2.88,34.23,0.64,0.32,0
22Month,0.55,1.09,0,0,0
