stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,4.09,0,0
72hpf,1.07,4.28,1.07,0,0,0,25.67,0,2.14
21Day,0,4.02,0,1.34,5.35,9.37,14.72,0,2.68
3Month,1.6,7.68,0.32,20.8,12.16,2.56,3.2,0.96,0.96
22Month,0.55,3.28,0,2.73,4.92,0.55,0,0.55,0.55
