stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,0
72hpf,3.21,1.07,0,1.07,5.35,1.07,0
21Day,1.34,0,0,0,0,1.34,0
3Month,3.52,0,0.32,0,0,1.28,0.32
22Month,3.28,0,0,0,0,0.55,0
