stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
21Day,4.02,4.02,0,175.35,0,8.03,0,2.68
3Month,2.88,0,0.32,16,0.32,0.96,0,0.32
22Month,2.19,0,0,14.76,0,0,0.55,0
