stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,28.6,4.09
21Day,1.34,0,30.79,2.68,0
3Month,0.96,0.64,3.84,0,0.32
22Month,8.2,2.19,5.47,0.55,0.55
