stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,4.09
72hpf,0,1.07,0,0,0,5.35,0,1.07
21Day,1.34,14.72,0,0,5.35,9.37,0,2.68
3Month,0,31.99,0.96,0.32,0.96,0.96,0.32,4.16
22Month,1.09,7.65,0.55,1.09,0,1.09,1.09,3.28
