stage,Epithelial,Germ,Neuron,Stromal
24hpf,4.09,0,8.17,12.26
72hpf,0,0,0,2.14
21Day,0,0,2.68,6.69
3Month,1.28,0.32,0,0
22Month,0,0.55,0,0.55
