stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,12.26,0,0,0
72hpf,4.28,0,0,1.07,0,9.63,0,1.07,1.07
21Day,13.39,1.34,1.34,0,1.34,6.69,0,0,1.34
3Month,4.8,0,1.6,1.28,0.64,0.64,0,0.96,0.32
22Month,10.93,0,2.73,6.01,0,4.37,0.55,0.55,2.73
