stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,4.09,0
72hpf,0,7.49,0,0,0,0,1.07,1.07
21Day,0,22.76,2.68,0,0,0,2.68,1.34
3Month,0.32,22.72,0.32,1.92,3.52,0.64,0,0.32
22Month,0,10.93,0,0.55,0,0.55,0,0
