stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,0,0,0,13.91,0,0
21Day,2.68,2.68,1.34,6.69,2.68,2.68
22Month,2.73,0,0,0,0,0
