stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,12.26,0,0,0,416.81,12.26
72hpf,119.82,1.07,7.49,1.07,144.42,5.35
21Day,24.09,6.69,0,1.34,13.39,8.03
3Month,4.16,0,2.24,0,1.28,0.96
22Month,2.73,0,1.09,0,0,1.09
