stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
21Day,0,2.68,0,0,0,0,1.34,1.34
3Month,0,82.23,0.32,0.64,2.24,0.96,0,0
22Month,0.55,120.26,1.09,2.19,0,0,0,0.55
