stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,0,1.07
21Day,0,0,0,0,2.68,0,1.34
3Month,6.08,0.32,5.76,0.64,0.32,0.64,0.64
22Month,1.64,0,0,0,0.55,0,0.55
