stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,16.35,0,0,4.09,4.09,8.17,8.17,0,4.09
72hpf,3.21,0,0,0,1.07,5.35,0,0,0
21Day,4.02,1.34,1.34,4.02,0,0,0,1.34,2.68
3Month,13.76,0.32,154.86,4.16,0.96,0.96,0,1.28,1.28
22Month,2.19,0.55,31.16,0,0,0,1.09,0,1.09
