stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,12.26,0,0,0,253.36,40.86,8.17
72hpf,5.35,9.63,8.56,2.14,2.14,86.65,148.7,23.54
21Day,1.34,20.08,2.68,1.34,2.68,42.83,107.08,4.02
22Month,0,0,0,0.55,0,0,6.01,0
