stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,36.78,0
72hpf,50.28,0,0,0,0,31.02,1.07
21Day,34.8,0,0,1.34,0,20.08,2.68
3Month,9.92,0.32,0.32,0.64,1.28,0.32,0
22Month,22.41,1.09,2.73,1.09,2.19,1.09,1.09
