stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,4.09
72hpf,0,0,0,0,4.28,0,0
21Day,1.34,1.34,0,0,5.35,0,2.68
3Month,5.44,0,0.96,1.92,0.64,0.32,0
22Month,4.37,0,2.19,0,0,0,0
