stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,4.09,69.47,0
72hpf,1.07,11.77,0,0,0,27.81,0
21Day,0,6.69,0,1.34,0,10.71,2.68
3Month,0,25.92,0.64,0.64,0,1.28,0.96
