stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,73.56,0,8.17
72hpf,6.42,0,1.07,94.14,0,1.07
21Day,8.03,1.34,5.35,49.53,1.34,16.06
3Month,0,0,0.32,0,0,0.32
