stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,16.35,0,16.35
72hpf,4.28,10.7,0,0,4.28,0,17.12
21Day,5.35,48.19,1.34,2.68,6.69,4.02,60.23
3Month,0,0.64,0.32,0,0,0,0.64
