stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,12.26,0,0,0,453.59,0,4.09,0
72hpf,1.07,16.05,0,1.07,1.07,341.26,0,1.07,10.7
21Day,1.34,34.8,4.02,0,0,73.62,0,5.35,2.68
3Month,0,8.32,0.32,0.64,12.48,0.96,0,0.32,0.64
22Month,0,8.2,0.55,1.09,0,1.09,0.55,0,1.09
