stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,1.07,0,0,0
21Day,0,0,5.35,0,1.34,0,0,0
3Month,0,2.88,45.43,0.32,0,0,0.32,1.28
22Month,1.64,7.11,40.45,0.55,0,0.55,1.09,1.09
