stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,16.35,0,0,0
72hpf,0,2.14,0,0,0,4.28,0,0,0
21Day,0,1.34,1.34,0,0,1.34,0,1.34,2.68
3Month,0,6.4,0,0,1.28,0,0.32,0.64,1.6
22Month,2.73,108.78,0,5.47,1.64,0.55,7.11,0,1.09
