stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,24.52,8.17
72hpf,1.07,0,0,1.07,6.42,1.07
21Day,0,0,2.68,2.68,5.35,2.68
3Month,0.32,0.32,0,0,0,0
