stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,4.09,0,0
72hpf,0,0,0,1.07,0,2.14,0,0
21Day,0,9.37,0,57.56,1.34,1.34,0,2.68
3Month,0.32,20.8,0.96,109.1,0,0.96,0,0.64
22Month,0,8.75,0.55,4.92,0,0,0.55,1.09
