stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,0,0
21Day,4.02,1.34,1.34,1.34,0,0,0
3Month,38.39,1.28,2.88,0,0.64,0.64,0.32
22Month,50.29,0,5.47,0,0.55,0,0.55
