stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,4.09,0,4.09,0,0,4.09
72hpf,4.28,0,0,9.63,0,0
21Day,10.71,12.05,2.68,1.34,0,2.68
3Month,2.56,0.96,0.32,0,0,0.32
22Month,9.29,0.55,0.55,0,0.55,0
