stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,28.6,4.09
72hpf,2.14,0,2.14,17.12,6.42
21Day,8.03,1.34,1.34,6.69,2.68
3Month,1.6,0,0,0.32,0
