stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,24.52,0
72hpf,0,0,0,0,0,1.07
21Day,0,0,5.35,0,1.34,1.34
3Month,1.28,2.56,1.92,0,0.32,0
22Month,4.92,2.19,0,0,0,0
