stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,12.26,0,0,20.43,0,4.09
72hpf,0,2.14,0,0,43.86,0,3.21
21Day,0,5.35,0,4.02,0,0,5.35
3Month,0,0.32,0,0.32,0,0,0
22Month,0.55,74.35,2.73,4.37,0,5.47,0
