stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,20.43,0,4.09
72hpf,1.07,3.21,0,0,1.07,9.63,0,1.07
21Day,0,4.02,1.34,2.68,4.02,6.69,1.34,4.02
