stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,8.17,0,8.17
72hpf,0,2.14,0,0,5.35,0,3.21
21Day,0,9.37,0,0,2.68,0,1.34
3Month,0.32,3.52,0.64,0,0,0,0.32
22Month,0,4.92,0.55,0,0,0.55,0.55
