stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,1.07,0,0,1.07,25.67,2.14
21Day,0,1.34,2.68,0,14.72,0
3Month,1.28,0,0.32,0,0,0
22Month,1.09,0,0,0,0,0
