stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,0,4.28,0
21Day,0,1.34,0,1.34,2.68
3Month,1.28,0,0.32,0,0.32
