stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,4.09,0,0,0,0,53.12,0,0
72hpf,0,11.77,1.07,0,0,0,74.89,0,8.56
21Day,0,6.69,0,0,0,1.34,17.4,0,5.35
3Month,0,2.88,0,0.96,0.96,0,0,0.32,1.28
22Month,0,18.59,0,0.55,2.73,0,0,0,0
