stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,8.17,8.17
72hpf,0,0,0,0,5.35,2.14
21Day,2.68,0,0,0,1.34,0
3Month,41.27,15.68,0.96,0.32,0,0.32
22Month,6.56,2.19,0,0,0.55,0
