stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0,1.34,0,0,0,1.34,0,0,2.68
3Month,0,10.56,0,1.28,0,0,0,0.32,0
22Month,0.55,40.45,0.55,8.75,0.55,0.55,0.55,1.64,1.64
