stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,1.07,0,0,0,5.35,0,0
21Day,0,0,0,0,0,2.68,0,0
3Month,0.32,13.44,0.64,0.32,0.64,3.52,0.32,0
22Month,1.09,21.32,0,4.92,0.55,7.11,0,7.65
