stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,10.7,0,0,0,5.35,0
21Day,0,2.68,0,0,0,0,1.34
3Month,0.32,30.08,0.64,1.28,2.88,0,0
22Month,0,0.55,0,0,0,0,0
