stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,16.35,0,0,4.09,4.09,0,8.17
72hpf,1.07,13.91,0,0,1.07,5.35,0,14.98
21Day,5.35,18.74,1.34,0,4.02,0,0,13.39
3Month,0.64,1.92,0.32,0.64,1.28,0.64,0.32,1.6
22Month,0.55,6.56,0,1.09,0,0,0,0.55
