stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,4.09,0,0
72hpf,0,5.35,0,0,0,1.07,0,0,0
21Day,0,6.69,2.68,2.68,0,0,0,1.34,0
3Month,0.32,12.8,0,4.48,0.64,0.32,0,0.32,0.96
22Month,0,2.73,0,1.64,0.55,0.55,0,0,0.55
