stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,12.26,0,0,0,8.17,0,8.17
72hpf,0,3.21,0,0,1.07,4.28,0,17.12
21Day,0,1.34,0,2.68,1.34,0,0,12.05
3Month,0,0.32,0.32,0.96,0,0,0,0.32
22Month,0.55,14.21,0,33.89,0.55,0,27.33,7.11
