stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09,0,0
21Day,0,0,0,0,0,0,0,2.68
3Month,0.32,17.6,0.32,0.64,0.32,0,0,0.96
22Month,0,0.55,0,0,1.09,0,0.55,0
