stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,4.09,4.09,0
21Day,0,1.34,2.68,0,0
3Month,0.96,0.32,5.76,0,0.64
22Month,0,0,2.73,0,0
