stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,102.16,0,0
72hpf,5.35,2.14,0,1.07,77.02,0,5.35
21Day,4.02,1.34,0,1.34,36.14,2.68,5.35
3Month,0.32,0,3.2,0,0.32,0.96,0.96
