stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,18.19,0,1.07,1.07
21Day,4.02,2.68,6.69,14.72,0,5.35,2.68
22Month,1.09,0,0,0.55,1.09,0,0.55
