stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,0,0,0,0,12.84,0,0
21Day,0,0,0,0,16.06,2.68,1.34
3Month,0.32,2.24,16.64,1.28,0,0,0.32
22Month,0,2.73,1.64,1.09,0,0.55,1.64
