stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
21Day,0,6.69,0,0,0,0,0,1.34
3Month,0.32,121.26,0.32,2.56,0.32,0.32,1.92,0.96
22Month,0,34.44,0,0.55,0,0,0,0
